StationCode,Date,Sample_ID,Parameter,Fraction,Units,Result,Method_Detection_Limit,Reporting_Limit,Watershed,Site,Water_Year ,Event_Tyoe
LABQA,12/4/2018,CIMP000000947_LABQA,Magnesium,Total,mg/L,47.5,0.012,0.1,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Copper,Total,ug/L,ND,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Copper,Total,ug/L,50.7,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Copper,Dissolved,ug/L,ND,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Copper,Dissolved,ug/L,ND,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Copper,Dissolved,ug/L,50.7,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Lead,Total,ug/L,ND,0.031,0.2,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Lead,Total,ug/L,50.5,0.031,0.2,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Lead,Dissolved,ug/L,ND,0.031,0.2,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Lead,Dissolved,ug/L,ND,0.031,0.2,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Lead,Dissolved,ug/L,50.5,0.031,0.2,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Zinc,Dissolved,ug/L,ND,0.94,5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/6/2018,CIMP000000947_LABQA,Total Suspended Solids,Total,mg/L,ND,-88,5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/6/2018,CIMP000000947_LABQA,Total Suspended Solids,Total,mg/L,69,-88,5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Zinc,Total,ug/L,ND,0.94,5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Zinc,Total,ug/L,57,0.94,5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Zinc,Dissolved,ug/L,ND,0.94,5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/5/2018,CIMP000000947_LABQA,Zinc,Dissolved,ug/L,57,0.94,5,Los Cerritos,County Island ,Water_18_19,Wet
CUA-PVD-01,11/29/2018,CIMP000000915,E. coli,None,MPN/100 mL,810,-88,10,Los Cerritos,County Island ,Water_18_19,Wet
CUA-PVD-01,11/29/2018,CIMP000000923,E. coli,None,MPN/100 mL,790,-88,10,Los Cerritos,County Island ,Water_18_19,Wet
CUA-PVD-01,12/6/2018,CIMP000000969,Copper,Total,ug/L,14,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
CUA-PVD-01,12/6/2018,CIMP000000969,Copper,Dissolved,ug/L,4.2,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
000NONPJ,12/6/2018,CIMP000000969_000NONPJ,Copper,Total,ug/L,118,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
000NONPJ,12/6/2018,CIMP000000969_000NONPJ,Copper,Total,ug/L,52.8,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
000NONPJ,12/6/2018,CIMP000000969_000NONPJ,Copper,Total,ug/L,116,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
000NONPJ,12/6/2018,CIMP000000969_000NONPJ,Copper,Total,ug/L,53.5,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/14/2018,CIMP000000969_LABQA,Copper,Total,ug/L,ND,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/14/2018,CIMP000000969_LABQA,Copper,Total,ug/L,53.3,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/14/2018,CIMP000000969_LABQA,Copper,Dissolved,ug/L,ND,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
LABQA,12/14/2018,CIMP000000969_LABQA,Copper,Dissolved,ug/L,53.3,0.13,0.5,Los Cerritos,County Island ,Water_18_19,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Lead,Total,ug/L,1.8,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Calcium,Dissolved,mg/L,3.1,0.085,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Hardness As CaCO3,Total,mg/L,9.5,1,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Lead,Dissolved,ug/L,0.23,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Magnesium,Dissolved,mg/L,0.45,0.048,0.1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Total Suspended Solids,Total,mg/L,24,5,5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/19/2020,CIMP000001481_LABQA,Calcium,Dissolved,mg/L,ND,0.085,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/19/2020,CIMP000001481_LABQA,Magnesium,Dissolved,mg/L,ND,0.048,0.1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/19/2020,CIMP000001481_LABQA,Lead,Total,ug/L,ND,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/18/2020,CIMP000001481_LABQA,Total Suspended Solids,Total,mg/L,ND,10,10,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/21/2020,CIMP000001481_LABQA,Lead,Dissolved,ug/L,ND,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/21/2020,CIMP000001481_LABQA,Lead,Total,ug/L,ND,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/19/2020,CIMP000001481_LABQA,Calcium,Dissolved,mg/L,10.44,0.085,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/19/2020,CIMP000001481_LABQA,Magnesium,Dissolved,mg/L,10.78,0.048,0.1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/19/2020,CIMP000001481_LABQA,Lead,Total,ug/L,10.28,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/18/2020,CIMP000001481_LABQA,Total Suspended Solids,Total,mg/L,916,10,10,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/21/2020,CIMP000001481_LABQA,Lead,Dissolved,ug/L,9.66,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/21/2020,CIMP000001481_LABQA,Lead,Total,ug/L,9.66,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/19/2020,CIMP000001481_000NONPJ,Calcium,Dissolved,mg/L,66.44,0.42,2.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/19/2020,CIMP000001481_000NONPJ,Magnesium,Dissolved,mg/L,29.95,0.24,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/19/2020,CIMP000001481_000NONPJ,Calcium,Dissolved,mg/L,66.89,0.42,2.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/19/2020,CIMP000001481_000NONPJ,Magnesium,Dissolved,mg/L,30.13,0.24,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/19/2020,CIMP000001481_000NONPJ,Lead,Total,ug/L,11.75,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/19/2020,CIMP000001481_000NONPJ,Lead,Total,ug/L,11.8,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/21/2020,CIMP000001481_000NONPJ,Lead,Dissolved,ug/L,9.93,0.64,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/21/2020,CIMP000001481_000NONPJ,Lead,Total,ug/L,9.93,0.64,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/21/2020,CIMP000001481_000NONPJ,Lead,Dissolved,ug/L,9.87,0.64,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/21/2020,CIMP000001481_000NONPJ,Lead,Total,ug/L,9.87,0.64,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/18/2020,CIMP000001481_000NONPJ,Total Suspended Solids,Total,mg/L,ND,5,5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Copper,Dissolved,ug/L,3.8,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Copper,Total,ug/L,6.3,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,MBAS,Total,mg/L,0.2,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Zinc,Dissolved,ug/L,28,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/16/2020,CIMP000001481,Zinc,Total,ug/L,45,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,MBAS,Total,mg/L,0.389,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,MBAS,Total,mg/L,0.39,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/17/2020,CIMP000001481_LABQA,MBAS,Total,mg/L,ND,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/17/2020,CIMP000001481_LABQA,MBAS,Total,mg/L,0.178,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/23/2020,CIMP000001481_LABQA,Copper,Dissolved,ug/L,50.2,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/23/2020,CIMP000001481_LABQA,Copper,Total,ug/L,50.2,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/23/2020,CIMP000001481_LABQA,Zinc,Dissolved,ug/L,50.1,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/23/2020,CIMP000001481_LABQA,Zinc,Total,ug/L,50.1,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,Copper,Dissolved,ug/L,60.8,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,Copper,Total,ug/L,60.8,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,Zinc,Dissolved,ug/L,168,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,Zinc,Total,ug/L,168,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,Copper,Dissolved,ug/L,59.9,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,Copper,Total,ug/L,59.9,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,Zinc,Dissolved,ug/L,163,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,3/16/2020,CIMP000001481_000NONPJ,Zinc,Total,ug/L,163,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/10/2020,CIMP000001435,E. coli,None,MPN/100 mL,930,-88,10,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,3/10/2020,ME000001437,E. coli,None,MPN/100 mL,730,-88,10,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/16/2020,CIMP000001435_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/13/2020,CIMP000001435_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/12/2020,CIMP000001435_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/12/2020,CIMP000001435_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/11/2020,CIMP000001435_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/11/2020,CIMP000001435_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/10/2020,CIMP000001435_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,3/10/2020,CIMP000001435_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Lead,Total,ug/L,2.6,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Calcium,Dissolved,mg/L,5.9,0.085,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Hardness As CaCO3,Total,mg/L,18,1,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Lead,Dissolved,ug/L,0.45,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Magnesium,Dissolved,mg/L,0.9,0.048,0.1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Total Suspended Solids,Total,mg/L,26,10,10,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Copper,Dissolved,ug/L,5.1,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Copper,Total,ug/L,8.3,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,MBAS,Total,mg/L,0.24,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Zinc,Dissolved,ug/L,29,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001484,Zinc,Total,ug/L,48,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Total Suspended Solids,Total,mg/L,262,10,10,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Lead,Dissolved,ug/L,12.52,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Lead,Total,ug/L,12.52,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Lead,Dissolved,ug/L,12.81,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Lead,Total,ug/L,12.81,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Lead,Dissolved,ug/L,12.99,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Lead,Total,ug/L,12.99,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/10/2020,CIMP000001484_000NONPJ,Calcium,Dissolved,mg/L,206.96,0.42,2.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/10/2020,CIMP000001484_000NONPJ,Calcium,Dissolved,ug/L,206954.88,420,2500,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/10/2020,CIMP000001484_000NONPJ,Magnesium,Dissolved,mg/L,40.49,0.24,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/10/2020,CIMP000001484_000NONPJ,Magnesium,Dissolved,ug/L,40489.47,240,500,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/10/2020,CIMP000001484_000NONPJ,Calcium,Dissolved,mg/L,211.01,0.42,2.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/10/2020,CIMP000001484_000NONPJ,Calcium,Dissolved,ug/L,211009.66,420,2500,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/10/2020,CIMP000001484_000NONPJ,Magnesium,Dissolved,mg/L,41.07,0.24,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/10/2020,CIMP000001484_000NONPJ,Magnesium,Dissolved,ug/L,41070.52,240,500,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,MBAS,Total,mg/L,0.226,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,MBAS,Total,mg/L,0.232,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Copper,Total,ug/L,66.9,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Zinc,Total,ug/L,62.2,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Copper,Total,ug/L,49,1.3,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Zinc,Total,ug/L,48.6,9.4,50,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Copper,Total,ug/L,68.4,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Zinc,Total,ug/L,63.2,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Copper,Total,ug/L,49.3,1.3,5,Los Cerritos,County Island ,Water_19_20,Wet
000NONPJ,4/9/2020,CIMP000001484_000NONPJ,Zinc,Total,ug/L,51.4,9.4,50,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Calcium,Dissolved,mg/L,10.23,0.085,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Calcium,Dissolved,ug/L,10233.03,85,500,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Magnesium,Dissolved,mg/L,10.61,0.048,0.1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Magnesium,Dissolved,ug/L,10612.11,48,100,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/9/2020,CIMP000001484_LABQA,Lead,Dissolved,ug/L,10.08,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/9/2020,CIMP000001484_LABQA,Lead,Total,ug/L,10.08,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/9/2020,CIMP000001484_LABQA,Total Suspended Solids,Total,mg/L,951,10,10,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/9/2020,CIMP000001484_LABQA,Lead,Dissolved,ug/L,ND,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/9/2020,CIMP000001484_LABQA,Lead,Total,ug/L,ND,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Calcium,Dissolved,mg/L,ND,0.085,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Calcium,Dissolved,ug/L,ND,85,500,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Magnesium,Dissolved,mg/L,ND,0.048,0.1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Magnesium,Dissolved,ug/L,ND,48,100,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/9/2020,CIMP000001484_LABQA,Total Suspended Solids,Total,mg/L,ND,10,10,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/7/2020,CIMP000001484_LABQA,MBAS,Total,mg/L,ND,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/7/2020,CIMP000001484_LABQA,MBAS,Total,mg/L,0.201,0.017,0.05,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Copper,Total,ug/L,ND,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Copper,Dissolved,ug/L,ND,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Zinc,Total,ug/L,ND,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Zinc,Dissolved,ug/L,ND,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Copper,Dissolved,ug/L,52,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Copper,Total,ug/L,52,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Zinc,Dissolved,ug/L,51.9,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/10/2020,CIMP000001484_LABQA,Zinc,Total,ug/L,51.9,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001483,E. coli,None,MPN/100 mL,3200,-88,10,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,4/6/2020,CIMP000001485,E. coli,None,MPN/100 mL,4600,-88,10,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/6/2020,CIMP000001483_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/6/2020,CIMP000001483_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
LABQA,4/6/2020,CIMP000001483_LABQA,E. coli,None,MPN/100 mL,ND,-88,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/20/2019,CIMP000001332,Calcium,Total,mg/L,27,0.085,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/20/2019,CIMP000001332,Hardness As CaCO3,Total,mg/L,99,1,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/20/2019,CIMP000001332,Lead,Total,ug/L,4.2,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/20/2019,CIMP000001332,Magnesium,Total,mg/L,8,0.048,0.1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/20/2019,CIMP000001332,Lead,Dissolved,ug/L,0.27,0.13,1,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/20/2019,CIMP000001332,Total Suspended Solids,Total,mg/L,32,10,10,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/21/2019,CIMP000001332,Copper,Dissolved,ug/L,19,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/21/2019,CIMP000001332,Copper,Total,ug/L,26,0.13,0.5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/21/2019,CIMP000001332,Zinc,Dissolved,ug/L,81,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/21/2019,CIMP000001332,Zinc,Total,ug/L,120,0.94,5,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/21/2019,ME000001331,E. coli,None,MPN/100 mL,39000,-88,100,Los Cerritos,County Island ,Water_19_20,Wet
CUA-PVD-01,11/21/2019,ME000001333,E. coli,None,MPN/100 mL,31000,-88,100,Los Cerritos,County Island ,Water_19_20,Wet
